ID,item_cnt_month
0,1.3907142857142858
1,5.391333333333333
2,1.621
3,1.613
4,1.034
5,1.13
6,1.234
7,1.0030833333333333
8,5.391333333333333
9,1.0434166666666664
10,1.878
11,3.656533333333331
12,1.546
13,5.058266666666668
14,5.635166666666665
15,4.955433333333334
16,3.204
17,1.069
18,1.1196666666666666
19,1.0927333333333331
20,1.4133333333333333
21,0.9514166666666667
22,4.226100000000001
23,1.2408666666666668
24,2.482
25,1.319533333333333
26,1.315533333333333
27,2.132011904761904
28,2.6068833333333337
29,1.7875
30,0.999
31,0.997
32,1.02
33,1.9832809523809525
34,1.8769333333333333
35,1.007
36,1.0158333333333334
37,2.1772952380952373
38,2.04
39,2.057
40,2.077
41,1.7256845238095238
42,2.520982142857142
43,1.736161904761905
44,4.131600000000001
45,2.0411333333333337
46,2.049333333333334
47,1.7800000000000002
48,1.8880000000000001
49,2.201
50,2.165
51,2.106
52,1.18225
53,1.8060000000000003
54,9.393183333333335
55,1.7
56,3.528
57,2.773
58,1.013
59,1.046
60,1.068
61,1.0099333333333333
62,1.0248333333333335
63,2.817
64,2.817
65,1.119516666666667
66,1.187345238095238
67,1.0213333333333334
68,1.0243333333333335
69,1.0668499999999999
70,1.6396666666666668
71,1.167
72,1.8438428571428567
73,8.190008333333331
74,11.187
75,9.9485
76,1.1242666666666667
77,10.832
78,1.002
79,2.054
80,2.07
81,2.103
82,2.099
83,1.458
84,3.6173892857142858
85,1.6312452380952385
86,1.12625
87,2.08175
88,9.016983333333329
89,2.7626999999999997
90,1.399
91,1.394
92,1.243
93,1.692
94,6.072
95,1.143
96,1.383
97,2.273447619047619
98,2.7435
99,10.016066666666667
100,58.468
101,1.5843333333333331
102,1.101
103,1.087
104,1.237
105,1.0466666666666664
106,1.023
107,2.038466666666667
108,1.015
109,1.346
110,1.1395
111,1.1333666666666669
112,1.1268666666666667
113,1.1248666666666667
114,1.0434166666666664
115,1.013
116,1.2139666666666664
117,1.012
118,4.5873928571428575
119,1.052
120,1.246
121,1.0666666666666664
122,1.105
123,1.134
124,1.713
125,1.923
126,1.895
127,1.1549738095238093
128,1.1674238095238094
129,1.025
130,1.1916
131,1.024
132,3.81
133,14.56
134,1.132
135,1.438
136,1.16275
137,1.73075
138,1.73875
139,1.73875
140,1.105
141,1.272
142,1.085
143,1.347
144,1.05
145,1.05
146,1.066
147,1.2676
148,1.5369166666666665
149,1.8795
150,1.0355
151,1.859
152,14.581
153,1.00725
154,1.023
155,1.039
156,1.077
157,1.0749619047619048
158,1.061
159,1.025
160,1.042
161,1.5125499999999987
162,1.219
163,1.5398829365079367
164,1.5990833333333334
165,1.0396071428571427
166,2.0725
167,1.0171999999999999
168,1.2261333333333333
169,1.0164333333333333
170,1.747058333333333
171,10.647938095238096
172,1.003
173,1.699
174,1.694
175,3.853
176,1.102547619047619
177,1.315
178,1.1048333333333333
179,1.3893333333333335
180,2.654
181,1.137
182,1.0922833333333333
183,1.7332857142857148
184,1.028
185,1.119
186,1.077
187,1.2922000000000002
188,1.1982166666666672
189,1.322364682539683
190,10.997
191,10.963
192,1.923
193,1.186
194,1.192
195,1.498
196,10.652961904761902
197,11.958166666666665
198,1.1947833333333333
199,1.3669444444444447
200,1.3669444444444447
201,1.3669444444444447
202,1.028
203,1.0159
204,1.055
205,1.2687333333333333
206,1.2687333333333333
207,1.2581333333333335
208,1.2646666666666668
209,1.632
210,1.46
211,2.393
212,1.418
213,1.124
214,1.069
215,1.51475
216,1.2926666666666664
217,1.0436500000000002
218,5.595161904761904
219,1.5460515873015863
220,1.221
221,1.5493928571428575
222,1.8155785714285713
223,1.1465285714285713
224,1.1636999999999997
225,1.049
226,1.112
227,1.173
228,1.1192
229,1.33835
230,20.18725
231,1.1134333333333335
232,1.008
233,2.8026476190476193
234,1.075
235,1.037
236,1.147
237,2.1032833333333336
238,1.2431333333333332
239,20.18725
240,1.207
241,1.2022666666666668
242,1.1589166666666666
243,1.5493928571428575
244,1.364
245,1.0
246,1.2372
247,1.1345
248,1.0276666666666665
249,1.015
250,1.3679000000000003
251,1.3124333333333336
252,1.914
253,1.9305880952380958
254,2.084664285714285
255,3.267416666666667
256,1.493
257,1.127
258,1.8319666666666665
259,1.00975
260,1.208
261,1.076
262,1.024
263,1.2276666666666665
264,1.131
265,2.9808000000000003
266,1.070990476190476
267,2.595833333333333
268,1.1113333333333333
269,1.049
270,1.36
271,1.0093333333333334
272,1.125
273,1.646
274,24.469888095238097
275,1.0833333333333333
276,1.115
277,2.3463892857142867
278,1.114757142857143
279,1.256
280,1.653
281,1.77
282,1.092
283,1.293
284,1.014
285,1.002
286,1.014
287,1.7606666666666668
288,1.0561333333333331
289,0.878
290,0.876
291,0.8663333333333333
292,0.89
293,0.976
294,1.3917833333333334
295,1.1520666666666664
296,1.6836988095238097
297,1.226333333333333
298,1.215
299,1.201
300,1.105
301,3.2403333333333335
302,1.1703333333333334
303,1.282
304,1.222
305,1.0235
306,1.13275
307,1.056
308,1.017
309,1.553
310,1.447
311,1.557
312,4.02
313,1.2559500000000001
314,2.0296666666666665
315,1.05
316,1.029
317,5.191
318,1.007
319,1.015
320,1.0501500000000001
321,1.089
322,1.614
323,1.705
324,2.903
325,1.618
326,1.016
327,1.077957142857143
328,1.0976238095238098
329,1.1825999999999999
330,2.014
331,1.6154476190476188
332,1.1503166666666667
333,1.0648166666666665
334,1.715
335,1.859
336,1.6721428571428572
337,1.6981428571428572
338,1.1176428571428572
339,1.6714761904761903
340,1.07
341,1.5264190476190476
342,1.037
343,1.665
344,1.1613333333333333
345,1.072
346,3.546809523809524
347,3.150783333333333
348,1.667
349,1.4069166666666666
350,1.574
351,2.013
352,2.46075
353,2.101
354,2.724
355,1.65
356,1.3673333333333335
357,1.8356666666666668
358,1.3719785714285704
359,1.3846666666666667
360,1.5766666666666667
361,5.232666666666667
362,1.871
363,1.9275
364,3.214671428571428
365,1.118
366,1.1546333333333334
367,1.1546333333333334
368,1.467
369,4.768
370,1.399
371,1.34
372,1.769
373,1.1367333333333334
374,1.439
375,2.2308369047619045
376,2.1157916666666665
377,1.088
378,1.333
379,2.599
380,6.631
381,1.035
382,1.014
383,1.054
384,2.1805999999999996
385,1.039
386,1.034
387,1.258
388,1.037
389,1.02
390,2.2213333333333334
391,1.2846
392,2.7644
393,1.5455
394,2.226
395,1.1274166666666665
396,2.104033333333332
397,14.395071428571425
398,1.8456666666666668
399,1.3103952380952375
400,1.026
401,1.405
402,4.405045238095241
403,4.405045238095241
404,1.1794666666666669
405,1.055
406,1.0295
407,1.046
408,1.113969047619048
409,1.8895388888888882
410,1.0075
411,3.719
412,2.4
413,1.701
414,1.0820833333333333
415,1.9227853174603164
416,1.7588055555555555
417,1.7573722222222223
418,1.8895388888888882
419,1.8843582972582953
420,1.8843582972582953
421,1.8843582972582953
422,1.2929666666666664
423,1.061
424,1.0195
425,1.0335
426,1.6645
427,1.12
428,1.602457142857143
429,1.6034571428571431
430,1.602207142857143
431,1.6206666666666665
432,1.043
433,1.05
434,1.018
435,1.015
436,1.036
437,1.518
438,1.301742424242425
439,1.173909090909091
440,1.045
441,1.392
442,1.2495
443,2.1405
444,1.4058
445,1.4178
446,1.4078
447,1.4078
448,1.405
449,1.572
450,1.574
451,1.576
452,1.579
453,1.506
454,1.495
455,1.496
456,1.514
457,1.0075
458,1.094
459,2.5020666666666656
460,82.25875158730159
461,2.393416666666667
462,1.9757000000000002
463,2.634533333333333
464,2.2426999999999997
465,1.0638666666666665
466,1.1392833333333332
467,1.0622833333333332
468,1.028
469,1.073
470,1.621
471,3.853
472,1.082
473,1.097
474,3.179
475,3.259
476,1.013
477,1.2480321428571433
478,1.4444833333333333
479,1.076
480,1.606
481,1.578
482,1.195
483,1.75
484,1.7824833333333332
485,2.001
486,3.062
487,1.34
488,1.564
489,2.145
490,1.19175
491,1.9310666666666667
492,2.018516666666667
493,1.35915
494,1.1171595238095238
495,1.0351833333333333
496,1.282633333333333
497,1.312
498,1.312
499,1.312
500,1.312
501,1.0375
502,1.0130833333333333
503,1.4485833333333336
504,3.42475
505,2.5322380952380934
506,1.2966666666666664
507,1.022
508,1.312
509,2.044
510,1.2770333333333328
511,1.18
512,1.03975
513,1.117
514,1.051
515,1.044
516,1.162
517,1.106
518,1.239
519,1.654
520,1.3686785714285719
521,2.9592253968253948
522,1.0120833333333334
523,1.1290833333333334
524,2.633
525,10.919
526,1.5657523809523812
527,0.9947619047619047
528,1.057
529,1.194
530,2.506188888888888
531,2.9217
532,1.0
533,1.0
534,1.015
535,1.014
536,4.405045238095241
537,1.084
538,4.405045238095241
539,1.1956999999999998
540,32.915
541,1.7573722222222223
542,1.1812666666666667
543,1.0295
544,1.4098
545,1.496
546,1.2929666666666664
547,1.0335
548,1.1903833333333331
549,1.8127166666666665
550,3.393
551,3.393
552,2.2546880952380954
553,1.7110166666666666
554,1.3251666666666666
555,1.4868
556,1.464
557,1.0295
558,1.112
559,1.086
560,1.066
561,1.442
562,1.0338666666666665
563,1.3147090909090915
564,1.181742424242425
565,1.1455757575757577
566,1.3035757575757578
567,1.2495
568,2.0728380952380947
569,1.7904833333333332
570,1.094
571,1.0075
572,1.4621666666666666
573,1.0255
574,1.076
575,1.076
576,1.1278666666666668
577,1.083888888888889
578,2.55925
579,1.402
580,1.158
581,1.264
582,1.312
583,1.306
584,1.375
585,1.01685
586,1.1545999999999998
587,3.1354595238095246
588,3.4589642857142864
589,1.5749107142857144
590,1.2235999999999998
591,1.1865
592,4.114
593,1.0776666666666666
594,1.182
595,1.074
596,1.092
597,1.7974666666666668
598,1.027952380952381
599,1.0216190476190476
600,1.0184666666666666
601,1.1714166666666668
602,1.1542999999999997
603,1.0126
604,1.148
605,1.1464666666666665
606,1.0339690476190475
607,1.26115
608,1.0175833333333333
609,1.3906666666666665
610,1.2966666666666664
611,1.2966666666666664
612,1.396116666666667
613,1.396116666666667
614,1.022
615,1.0766452380952383
616,1.312
617,1.0735
618,1.0140833333333334
619,2.633
620,1.312
621,1.312
622,1.312
623,1.052
624,1.922
625,1.971
626,1.08
627,1.038
628,1.01
629,1.899
630,1.0166
631,1.0336476190476191
632,1.0691
633,1.03285
634,2.401161904761904
635,3.566
636,1.118
637,1.3685
638,1.006
639,3.2583333333333333
640,1.2421071428571426
641,1.247
642,1.287
643,1.694
644,2.0758
645,2.0088999999999997
646,2.0088999999999997
647,1.5099
648,1.5219
649,1.287
650,1.4218
651,2.286
652,1.422
653,1.144
654,7.055
655,8.879349999999995
656,5.450504761904763
657,1.6552999999999998
658,1.3968
659,1.0194166666666666
660,1.243521428571429
661,1.4141714285714289
662,1.4501714285714287
663,3.8210166666666674
664,1.15625
665,5.636
666,1.0036666666666667
667,1.0036666666666667
668,1.817
669,3.854
670,1.025
671,1.0364285714285715
672,1.113
673,2.862090476190476
674,1.6818333333333333
675,1.6588333333333332
676,1.1359166666666665
677,3.104880952380952
678,1.1275785714285715
679,2.1
680,20.737
681,1.46
682,10.619
683,1.013
684,1.786
685,1.659
686,1.6616666666666668
687,1.3113333333333335
688,1.5875277777777779
689,1.700242857142857
690,1.4125666666666665
691,1.1662119047619048
692,1.0803285714285715
693,1.1487
694,1.323
695,1.6366666666666667
696,1.676
697,1.474
698,2.097
699,2.422
700,3.199
701,2.901
702,2.968
703,2.965
704,2.09825
705,1.121
706,1.2323333333333335
707,1.1223333333333334
708,1.049
709,1.1836166666666668
710,1.3199333333333334
711,1.3736
712,1.0279666666666667
713,1.9715
714,1.396
715,1.2791428571428571
716,1.118642857142857
717,1.132642857142857
718,1.098
719,1.037
720,1.028
721,1.064
722,1.1093333333333335
723,2.7219976190476185
724,1.038
725,1.1458
726,2.527
727,2.272
728,2.084
729,2.108
730,1.0580833333333333
731,1.0241666666666664
732,4.408119047619047
733,1.0261666666666664
734,1.463
735,1.055
736,1.038
737,1.123
738,1.073
739,1.006
740,1.068
741,1.036
742,1.1403333333333334
743,1.462533333333333
744,1.9070333333333334
745,1.3585333333333334
746,1.8375333333333332
747,2.276133333333333
748,1.8268785714285714
749,1.3377999999999999
750,1.3275
751,1.13
752,1.5935
753,1.2863499999999999
754,1.913
755,1.0863333333333336
756,1.005
757,1.538
758,1.1069166666666665
759,1.0861619047619047
760,1.871392857142857
761,1.0769166666666667
762,1.098
763,3.99672619047619
764,1.2577261904761903
765,1.006
766,2.059
767,2.571
768,1.109
769,1.344
770,1.39325
771,1.2476666666666665
772,1.617833333333333
773,1.5593333333333332
774,1.2871333333333332
775,1.272
776,1.162
777,1.152
778,1.156
779,1.186
780,1.85
781,2.466
782,1.976
783,1.482
784,2.849
785,2.723
786,4.016
787,2.613
788,2.216
789,1.754
790,1.743
791,2.851
792,2.869
793,6.038
794,1.2871333333333332
795,1.3981333333333332
796,3.6774333333333336
797,2.7613333333333334
798,2.6893333333333334
799,3.1783333333333337
800,1.3041333333333331
801,1.074
802,1.1546333333333334
803,1.1891238095238092
804,1.1185238095238095
805,1.46255
806,1.46625
807,1.10075
808,1.196
809,1.196
810,2.493
811,1.229
812,1.147
813,1.07175
814,1.0234
815,1.89
816,4.3416
817,1.019
818,1.222
819,1.0018333333333334
820,1.1672166666666668
821,1.1314833333333334
822,1.002
823,1.61575
824,1.5015595238095238
825,1.0472666666666666
826,1.0478666666666665
827,1.309
828,1.392
829,1.39
830,3.396
831,3.671
832,3.668
833,3.064
834,2.743
835,1.0
836,1.634
837,1.348
838,1.624
839,1.0645
840,1.0325
841,1.164
842,1.273
843,1.747
844,2.081
845,1.0953666666666666
846,0.9372
847,0.9102
848,0.995
849,0.991
850,1.096
851,1.0136666666666667
852,1.2729833333333338
853,1.4871309523809524
854,2.2561940476190485
855,1.4846119047619057
856,1.3728214285714286
857,1.488122222222223
858,1.293
859,2.205
860,1.0136500000000002
861,1.018
862,1.936
863,1.338
864,1.0748
865,1.0933
866,1.0871666666666666
867,1.777
868,2.78
869,1.149
870,1.894
871,1.1292666666666666
872,1.0608666666666668
873,1.4
874,1.661
875,1.5444333333333338
876,1.071
877,1.0733666666666668
878,1.096
879,1.018
880,1.0568333333333335
881,1.025
882,1.6786666666666665
883,3.463
884,1.037
885,2.0835
886,1.225
887,1.0325
888,1.1525904761904762
889,1.1249238095238092
890,2.217038095238095
891,1.177
892,1.097
893,1.398
894,1.313
895,2.2126726190476194
896,2.084
897,1.3677666666666666
898,1.0446833333333334
899,1.5200678571428576
900,1.119
901,3.2330833333333344
902,1.4967333333333332
903,1.101
904,1.613
905,6.668
906,10.919
907,1.312
908,1.578
909,2.138
910,1.08965
911,1.69575
912,1.723
913,1.8683833333333333
914,2.578
915,1.093
916,1.048
917,1.096
918,1.114
919,4.405045238095241
920,1.2495
921,3.208728571428572
922,1.574
923,1.094
924,1.819
925,1.495
926,1.616
927,1.396
928,1.253
929,1.217
930,1.699
931,2.255
932,1.418
933,1.22
934,1.0926238095238097
935,1.683
936,1.616
937,3.960471428571429
938,1.004
939,1.0156666666666667
940,1.0826
941,1.4353134920634922
942,1.012
943,1.0574
944,1.054
945,1.0906
946,1.006
947,1.193
948,1.053
949,1.6738333333333335
950,1.421
951,1.2156
952,1.128
953,1.2605238095238096
954,1.2575238095238097
955,1.374
956,3.963866666666666
957,1.0519904761904761
958,2.1695
959,1.0196666666666667
960,1.469
961,1.188
962,1.378
963,1.054
964,1.518
965,1.034
966,1.047
967,1.0415833333333335
968,1.0034166666666668
969,1.1033682539682539
970,1.2757666666666672
971,2.95125
972,1.0737166666666667
973,3.4011428571428577
974,1.035
975,1.035
976,1.128
977,1.3005333333333333
978,3.286
979,1.1420833333333333
980,1.0769166666666665
981,1.141733333333333
982,1.25
983,1.211
984,1.207
985,1.2053452380952387
986,10.161795238095237
987,1.75
988,1.3149444444444447
989,1.3669444444444447
990,10.998
991,1.005
992,1.565533333333333
993,1.4915333333333332
994,1.4496999999999998
995,2.492
996,1.8346666666666664
997,1.704
998,1.0215
999,1.09
1000,1.024
1001,1.691
1002,1.707
1003,1.0195
1004,1.019
1005,1.0086666666666666
1006,1.0086666666666666
1007,1.4479476190476193
1008,8.885349999999995
1009,1.984
1010,1.0138999999999998
1011,1.032
1012,1.156
1013,7.944909523809521
1014,1.226
1015,1.3669444444444447
1016,0.7255
1017,1.419533333333333
1018,1.011
1019,1.014
1020,1.179
1021,4.142600000000001
1022,1.3325
1023,1.015
1024,1.4131666666666667
1025,0.8617833333333333
1026,1.9062500000000002
1027,1.0459166666666666
1028,1.119516666666667
1029,1.011
1030,1.635
1031,1.219
1032,1.422
1033,10.621
1034,3.852
1035,1.283
1036,1.184
1037,1.3155333333333332
1038,1.38
1039,1.928
1040,1.211
1041,1.1225333333333336
1042,1.2196166666666668
1043,1.0225166666666665
1044,1.8201345238095237
1045,1.0418833333333333
1046,1.1194166666666665
1047,1.3721333333333332
1048,1.3788333333333334
1049,1.478
1050,2.079
1051,2.16
1052,2.176
1053,2.856
1054,1.043
1055,5.546833333333333
1056,1.13
1057,1.0386666666666664
1058,1.225
1059,2.8005392857142852
1060,1.016
1061,1.004
1062,1.012
1063,1.1924761904761905
1064,1.046142857142857
1065,1.3485
1066,1.51105
1067,1.535033333333333
1068,1.103
1069,1.422
1070,1.9966166666666674
1071,1.6855
1072,2.255
1073,1.024
1074,1.003
1075,1.004
1076,1.8845
1077,1.9315
1078,1.9315
